UZA,UZA Name,UZA Population,Total Vehicle Revenue Miles,Total Vehicle Revenue Hours,Total Miles,Total Unlinked Passenger Trips,Total Operating Expenses,Fixed Guideway Directional Route Miles,Fixed Guideway Vehicle Revenue Miles,Fixed Guideway Passenger Miles,Fixed Guideway Operating Expenses,Non-Fixed Guideway Vehicle Revenue Miles,Non-Fixed Guideway Passenger Miles,Non-Fixed Guideway Operating Expenses,Fixed Guideway Directional Route Miles >= 7 Years,Fixed Guideway Vehicle Revenue Miles >= 7 Years,High Intensity Bus Directional Route Miles >= 7 Years,High Intensity Bus Vehicle Revenue Miles >= 7 Years
335,"State College, PA","87,454","2,888,139","188,608","23,899,720","6,702,177","$17,367,392",0.0,0,0,$0,"2,888,139","23,899,720","$17,367,392",0.0,0,0.0,0
336,"Port Huron, MI","87,106","1,935,243","133,573","7,300,973","1,388,666","$9,313,108",0.0,0,0,$0,"1,935,243","7,300,973","$9,313,108",0.0,0,0.0,0
337,"Springfield, OH","85,256","248,149","18,860",0,"181,550","$1,879,410",0.0,0,0,$0,"248,149",0,"$1,879,410",0.0,0,0.0,0
339,"Fajardo, PR","85,225","363,138","34,033","10,469,206","1,307,571","$26,183,018",84.4,"133,058","9,780,302","$25,661,850","230,080","688,904","$521,168",84.4,"133,058",0.0,0
342,"Napa, CA","83,913","1,461,968","92,821","8,792,309","941,271","$8,992,348",0.0,0,0,$0,"1,461,968","8,792,309","$8,992,348",0.0,0,0.0,0
343,"Alton, IL-MO","83,890","447,418","26,451","1,679,586","239,075","$2,532,995",0.0,0,0,$0,"447,418","1,679,586","$2,532,995",0.0,0,0.0,0
344,"Bend, OR","83,794","654,518","50,092","1,652,981","449,120","$3,638,758",0.0,0,0,$0,"654,518","1,652,981","$3,638,758",0.0,0,0.0,0
345,"Manteca, CA","83,578","348,890","20,202","1,526,381","106,685","$2,151,879",0.0,0,0,$0,"348,890","1,526,381","$2,151,879",0.0,0,0.0,0
346,"Alexandria, LA","82,804","533,374","39,769",0,"577,510","$2,946,411",0.0,0,0,$0,"533,374",0,"$2,946,411",0.0,0,0.0,0
347,"Joplin, MO","82,775","318,455","25,520",0,"140,382","$1,124,002",0.0,0,0,$0,"318,455",0,"$1,124,002",0.0,0,0.0,0
348,"Missoula, MT","82,157","964,854","74,354","3,833,243","1,877,428","$6,811,386",0.0,0,0,$0,"964,854","3,833,243","$6,811,386",0.0,0,0.0,0
349,"Bismarck, ND","81,955","911,139","61,387",0,"228,692","$3,863,074",0.0,0,0,$0,"911,139",0,"$3,863,074",0.0,0,0.0,0
350,"Kankakee, IL","81,926","1,123,308","71,506","5,227,002","658,828","$6,611,543",0.0,0,0,$0,"1,123,308","5,227,002","$6,611,543",0.0,0,0.0,0
351,"Livermore, CA","81,624","339,718","24,927","1,017,332","213,065","$2,174,763",0.0,0,0,$0,"339,718","1,017,332","$2,174,763",0.0,0,0.0,0
352,"Rapid City, SD","81,251","548,463","41,777",0,"453,453","$2,256,327",0.0,0,0,$0,"548,463",0,"$2,256,327",0.0,0,0.0,0
353,"Wheeling, WV-OH","81,249","773,682","56,154","1,287,072","365,879","$4,150,959",0.0,0,0,$0,"773,682","1,287,072","$4,150,959",0.0,0,0.0,0
354,"St. Joseph, MO-KS","81,176","771,956","64,289",0,"428,748","$5,357,035",0.0,0,0,$0,"771,956",0,"$5,357,035",0.0,0,0.0,0
355,"Homosassa Springs-Beverly Hills-Citrus Springs, FL","80,962","283,519","15,643","147,114","43,845","$1,002,216",0.0,0,0,$0,"283,519","147,114","$1,002,216",0.0,0,0.0,0
356,"Juana Díaz, PR","80,928","153,851","12,383","405,713","141,295","$199,830",0.0,0,0,$0,"153,851","405,713","$199,830",0.0,0,0.0,0
357,"Hattiesburg, MS","80,358","307,945","17,592",0,"81,064","$1,549,032",0.0,0,0,$0,"307,945",0,"$1,549,032",0.0,0,0.0,0
358,"Guayama, PR","80,155","219,182","20,352","1,246,252","286,902","$382,075",0.0,0,0,$0,"219,182","1,246,252","$382,075",0.0,0,0.0,0
359,"Altoona, PA","79,930","521,794","40,006","2,487,900","557,190","$5,144,553",0.0,0,0,$0,"521,794","2,487,900","$5,144,553",0.0,0,0.0,0
360,"Anniston-Oxford, AL","79,796","414,557","26,702","423,355","184,038","$1,281,256",0.0,0,0,$0,"414,557","423,355","$1,281,256",0.0,0,0.0,0
361,"Lafayette-Louisville-Erie, CO","79,407","228,465","17,064","972,059","233,154","$1,267,978",0.0,0,0,$0,"228,465","972,059","$1,267,978",0.0,0,0.0,0
362,"Madera, CA","78,413","821,250","38,762","6,029,907","224,937","$2,501,709",0.0,0,0,$0,"821,250","6,029,907","$2,501,709",0.0,0,0.0,0
363,"Battle Creek, MI","78,393","721,066","44,058","954,695","458,460","$4,509,001",0.0,0,0,$0,"721,066","954,695","$4,509,001",0.0,0,0.0,0
364,"Bowling Green, KY","78,306","272,777","23,513",0,"87,727","$1,647,279",0.0,0,0,$0,"272,777",0,"$1,647,279",0.0,0,0.0,0
365,"Texarkana-Texarkana, TX-AR","78,162","430,623","29,037",0,"315,149","$1,766,585",0.0,0,0,$0,"430,623",0,"$1,766,585",0.0,0,0.0,0
366,"Lebanon, PA","77,086","737,188","44,794","2,188,748","355,365","$3,931,452",0.0,0,0,$0,"737,188","2,188,748","$3,931,452",0.0,0,0.0,0
368,"Florence, AL","77,074","296,916","20,880","623,744","67,720","$713,731",0.0,0,0,$0,"296,916","623,744","$713,731",0.0,0,0.0,0
369,"Newark, OH","76,068","804,006","42,400","792,365","89,526","$2,209,553",0.0,0,0,$0,"804,006","792,365","$2,209,553",0.0,0,0.0,0
370,"Anderson, SC","75,702","186,547","12,033",0,"266,105","$753,676",0.0,0,0,$0,"186,547",0,"$753,676",0.0,0,0.0,0
371,"Williamsburg, VA","75,689","1,092,205","78,068","4,826,334","2,010,959","$6,166,862",0.0,0,0,$0,"1,092,205","4,826,334","$6,166,862",0.0,0,0.0,0
372,"Mansfield, OH","75,250","388,526","29,095",0,"242,500","$2,169,668",0.0,0,0,$0,"388,526",0,"$2,169,668",0.0,0,0.0,0
373,"Lake Jackson-Angleton, TX","74,830","307,171","16,379","593,200","95,606","$1,121,686",0.0,0,0,$0,"307,171","593,200","$1,121,686",0.0,0,0.0,0
374,"Auburn, AL","74,741","425,751","31,855",0,"78,036","$1,521,363",0.0,0,0,$0,"425,751",0,"$1,521,363",0.0,0,0.0,0
375,"Wausau, WI","74,632","393,008","28,369",0,"507,200","$3,173,553",0.0,0,0,$0,"393,008",0,"$3,173,553",0.0,0,0.0,0
376,"Oshkosh, WI","74,495","850,995","53,816","2,114,340","934,442","$4,217,282",0.0,0,0,$0,"850,995","2,114,340","$4,217,282",0.0,0,0.0,0
377,"Cheyenne, WY","73,588","417,896","35,263",0,"176,787","$1,607,834",0.0,0,0,$0,"417,896",0,"$1,607,834",0.0,0,0.0,0
378,"Watsonville, CA","73,534","755,598","63,477","6,171,963","1,373,225","$11,562,727",0.0,0,0,$0,"755,598","6,171,963","$11,562,727",0.0,0,0.0,0
379,"Elizabethtown-Radcliff, KY","73,467","1,435,992","75,518","3,383,839","153,078","$2,911,622",0.0,0,0,$0,"1,435,992","3,383,839","$2,911,622",0.0,0,0.0,0
380,"Sumter, SC","73,107","250,961","13,976","772,072","74,286","$1,098,064",0.0,0,0,$0,"250,961","772,072","$1,098,064",0.0,0,0.0,0
381,"Lima, OH","72,852","472,676","30,390",0,"243,439","$2,361,904",0.0,0,0,$0,"472,676",0,"$2,361,904",0.0,0,0.0,0
382,"Davis, CA","72,794","1,248,000","101,630","10,503,234","4,198,092","$8,438,446",0.0,0,0,$0,"1,248,000","10,503,234","$8,438,446",0.0,0,0.0,0
383,"Westminster-Eldersburg, MD","72,714","430,919","42,315",0,"95,197","$1,634,556",0.0,0,0,$0,"430,919",0,"$1,634,556",0.0,0,0.0,0
384,"Flagstaff, AZ","71,957","1,092,942","83,091","7,811,355","2,466,502","$7,735,098",0.0,0,0,$0,"1,092,942","7,811,355","$7,735,098",0.0,0,0.0,0
385,"Jackson, TN","71,880","787,287","54,235","2,624,472","470,165","$3,326,698",0.0,0,0,$0,"787,287","2,624,472","$3,326,698",0.0,0,0.0,0
386,"Camarillo, CA","71,772","357,685","32,849",0,"172,192","$2,069,013",0.0,0,0,$0,"357,685",0,"$2,069,013",0.0,0,0.0,0
387,"Florida-Imbéry-Barceloneta, PR","71,747","76,561","14,035","12,420","63,089","$624,507",0.0,0,0,$0,"76,561","12,420","$624,507",0.0,0,0.0,0
388,"Sheboygan, WI","71,313","699,571","51,372",0,"634,372","$3,762,253",0.0,0,0,$0,"699,571",0,"$3,762,253",0.0,0,0.0,0
389,"Weirton-Steubenville, WV-OH-PA","70,889","395,455","31,765",0,"251,798","$2,122,478",0.0,0,0,$0,"395,455",0,"$2,122,478",0.0,0,0.0,0
390,"Bay City, MI","70,585","907,234","49,699","2,340,658","335,839","$5,457,884",0.0,0,0,$0,"907,234","2,340,658","$5,457,884",0.0,0,0.0,0
391,"Owensboro, KY","70,543","1,061,326","92,849","616,823","321,663","$3,791,161",0.0,0,0,$0,"1,061,326","616,823","$3,791,161",0.0,0,0.0,0
392,"Decatur, AL","70,436","367,766","21,562","491,925","95,334","$878,495",0.0,0,0,$0,"367,766","491,925","$878,495",0.0,0,0.0,0
393,"Morgantown, WV","70,350","1,845,457","153,636","3,623,838","2,936,019","$10,289,615",6.3,"632,104","3,623,838","$5,604,089","1,213,353",0,"$4,685,526",6.3,"632,104",0.0,0
394,"Porterville, CA","70,272","1,134,848","49,048","7,245,276","572,695","$2,957,161",0.0,0,0,$0,"1,134,848","7,245,276","$2,957,161",0.0,0,0.0,0
395,"Pocatello, ID","69,809","442,613","34,243",0,"243,573","$1,561,620",0.0,0,0,$0,"442,613",0,"$1,561,620",0.0,0,0.0,0
396,"Janesville, WI","69,658","449,490","30,162",0,"500,816","$3,559,738",0.0,0,0,$0,"449,490",0,"$3,559,738",0.0,0,0.0,0
397,"Bristol-Bristol, TN-VA","69,501","423,733","33,479","145,028","131,149","$1,368,459",0.0,0,0,$0,"423,733","145,028","$1,368,459",0.0,0,0.0,0
398,"Winchester, VA","69,449","193,935","18,079",0,"139,998","$966,708",0.0,0,0,$0,"193,935",0,"$966,708",0.0,0,0.0,0
399,"St. Augustine, FL","69,173","594,131","45,223",0,"316,142","$3,003,548",0.0,0,0,$0,"594,131",0,"$3,003,548",0.0,0,0.0,0
400,"Johnstown, PA","69,014","784,436","68,869","2,976,360","1,023,923","$7,526,029",0.2,"1,988","8,752","$707,166","782,448","2,967,608","$6,818,863",0.2,"1,988",0.0,0
402,"Dothan, AL","68,781","633,318","39,019",0,"81,985","$1,577,089",0.0,0,0,$0,"633,318",0,"$1,577,089",0.0,0,0.0,0
403,"Lodi, CA","68,738","440,070","38,030","381,500","331,174","$3,905,878",0.0,0,0,$0,"440,070","381,500","$3,905,878",0.0,0,0.0,0
404,"DeKalb, IL","68,545","616,561","46,657",0,"186,731","$3,239,896",0.0,0,0,$0,"616,561",0,"$3,239,896",0.0,0,0.0,0
405,"West Bend, WI","68,444","1,239,812","80,055","757,200","188,259","$2,881,024",0.0,0,0,$0,"1,239,812","757,200","$2,881,024",0.0,0,0.0,0
406,"Rocky Mount, NC","68,243","1,000,928","54,295",0,"307,721","$2,367,572",0.0,0,0,$0,"1,000,928",0,"$2,367,572",0.0,0,0.0,0
407,"Elmira, NY","67,983","591,330","33,681",0,"409,257","$4,476,604",0.0,0,0,$0,"591,330",0,"$4,476,604",0.0,0,0.0,0
408,"Carbondale, IL","67,821","974,793","60,808","2,977,621","218,665","$3,044,256",0.0,0,0,$0,"974,793","2,977,621","$3,044,256",0.0,0,0.0,0
409,"Dubuque, IA-IL","67,818","787,113","67,149",0,"509,583","$3,961,440",0.0,0,0,$0,"787,113",0,"$3,961,440",0.0,0,0.0,0
410,"Hammond, LA","67,629","65,395","3,421",0,"8,523","$172,285",0.0,0,0,$0,"65,395",0,"$172,285",0.0,0,0.0,0
411,"Parkersburg, WV-OH","67,229","700,640","48,106",0,"516,507","$3,593,559",0.0,0,0,$0,"700,640",0,"$3,593,559",0.0,0,0.0,0
412,"Wenatchee, WA","67,227","1,999,490","103,158","10,874,679","992,904","$13,178,679",0.0,0,0,$0,"1,999,490","10,874,679","$13,178,679",0.0,0,0.0,0
413,"Harrisonburg, VA","66,784","760,696","77,394","4,528,415","2,116,785","$4,782,498",0.0,0,0,$0,"760,696","4,528,415","$4,782,498",0.0,0,0.0,0
414,"Cleveland, TN","66,777","362,937","34,023",0,"144,667","$1,174,835",0.0,0,0,$0,"362,937",0,"$1,174,835",0.0,0,0.0,0
415,"Zephyrhills, FL","66,609","280,785","14,293","770,426","116,819","$1,106,979",0.0,0,0,$0,"280,785","770,426","$1,106,979",0.0,0,0.0,0
416,"Hanover, PA","66,301","635,444","36,987","1,793,542","276,394","$2,472,126",0.0,0,0,$0,"635,444","1,793,542","$2,472,126",0.0,0,0.0,0
417,"Monessen-California, PA","66,086","515,209","28,625","2,881,506","188,782","$2,642,096",0.0,0,0,$0,"515,209","2,881,506","$2,642,096",0.0,0,0.0,0
418,"Michigan City-La Porte, IN-MI","66,025","421,245","31,202",0,"213,749","$2,057,205",0.0,0,0,$0,"421,245",0,"$2,057,205",0.0,0,0.0,0
419,"Glens Falls, NY","65,443","352,420","20,646",0,"303,613","$1,630,456",0.0,0,0,$0,"352,420",0,"$1,630,456",0.0,0,0.0,0
420,"Jonesboro, AR","65,419","381,791","22,555",0,"134,692","$1,039,663",0.0,0,0,$0,"381,791",0,"$1,039,663",0.0,0,0.0,0
422,"Great Falls, MT","65,207","608,344","48,454","1,325,581","446,324","$3,376,602",0.0,0,0,$0,"608,344","1,325,581","$3,376,602",0.0,0,0.0,0
423,"El Paso de Robles (Paso Robles)-Atascadero, CA","65,088","674,039","31,494","4,818,125","325,591","$3,275,160",0.0,0,0,$0,"674,039","4,818,125","$3,275,160",0.0,0,0.0,0
424,"Casper, WY","64,548","446,030","36,648",0,"206,184","$1,915,814",0.0,0,0,$0,"446,030",0,"$1,915,814",0.0,0,0.0,0
425,"Fairbanks, AK","64,513","659,905","43,553","146,649","453,833","$6,599,292",8.6,"9,000","146,649","$445,064","650,905",0,"$6,154,228",8.6,"9,000",0.0,0
426,"Gadsden, AL","64,172","349,700","25,940",0,"103,529","$835,219",0.0,0,0,$0,"349,700",0,"$835,219",0.0,0,0.0,0
427,"Saratoga Springs, NY","64,100","307,827","23,706","528,530","125,524","$2,048,288",0.0,0,0,$0,"307,827","528,530","$2,048,288",0.0,0,0.0,0
428,"Petaluma, CA","64,078","498,954","39,795","1,694,839","426,967","$4,160,461",0.0,0,0,$0,"498,954","1,694,839","$4,160,461",0.0,0,0.0,0
429,"Twin Rivers-Hightstown, NJ","64,037","46,509","3,129",0,"16,469","$337,600",0.0,0,0,$0,"46,509",0,"$337,600",0.0,0,0.0,0
430,"Beckley, WV","64,022","289,400","17,691",0,"45,049","$1,388,451",0.0,0,0,$0,"289,400",0,"$1,388,451",0.0,0,0.0,0
431,"Longview, WA-OR","63,952","521,659","49,366","1,679,244","406,939","$4,504,188",0.0,0,0,$0,"521,659","1,679,244","$4,504,188",0.0,0,0.0,0
432,"Beloit, WI-IL","63,835","386,288","27,110","131,731","178,854","$2,812,657",0.0,0,0,$0,"386,288","131,731","$2,812,657",0.0,0,0.0,0
433,"Los Lunas, NM","63,758","252,428","16,113","296,165","38,981","$1,401,599",0.0,0,0,$0,"252,428","296,165","$1,401,599",0.0,0,0.0,0
434,"Victoria, TX","63,683","734,110","40,765",0,"249,782","$2,463,854",0.0,0,0,$0,"734,110",0,"$2,463,854",0.0,0,0.0,0
435,"Mount Vernon, WA","62,966","2,230,643","120,421","8,957,008","785,210","$12,890,277",0.0,0,0,$0,"2,230,643","8,957,008","$12,890,277",0.0,0,0.0,0
436,"Corvallis, OR","62,433","791,788","59,178","3,638,715","1,220,617","$4,427,815",0.0,0,0,$0,"791,788","3,638,715","$4,427,815",0.0,0,0.0,0
437,"Kokomo, IN","62,182","544,629","42,723","1,948,348","473,074","$2,241,560",0.0,0,0,$0,"544,629","1,948,348","$2,241,560",0.0,0,0.0,0
438,"Sherman, TX","61,900","610,034","20,879","2,379,230","78,639","$1,913,416",0.0,0,0,$0,"610,034","2,379,230","$1,913,416",0.0,0,0.0,0
440,"Grand Forks, ND-MN","61,270","610,132","54,814","1,268,199","316,552","$3,571,263",0.0,0,0,$0,"610,132","1,268,199","$3,571,263",0.0,0,0.0,0
441,"Bangor, ME","61,210","631,900","47,096",0,"799,726","$3,075,571",0.0,0,0,$0,"631,900",0,"$3,075,571",0.0,0,0.0,0
442,"Goldsboro, NC","61,054","414,173","26,452",0,"221,678","$1,482,714",0.0,0,0,$0,"414,173",0,"$1,482,714",0.0,0,0.0,0
443,"Benton Harbor-St. Joseph-Fair Plain, MI","61,022","534,715","43,514",0,"175,885","$2,297,385",0.0,0,0,$0,"534,715",0,"$2,297,385",0.0,0,0.0,0
444,"Rome, GA","60,851","626,913","39,492","5,010,744","1,090,576","$3,695,466",0.0,0,0,$0,"626,913","5,010,744","$3,695,466",0.0,0,0.0,0
445,"Ames, IA","60,438","1,368,707","131,744","10,627,324","6,572,065","$10,813,186",0.0,0,0,$0,"1,368,707","10,627,324","$10,813,186",0.0,0,0.0,0
446,"Lewiston, ME","59,397","287,844","23,483","50,381","347,641","$1,943,241",0.0,0,0,$0,"287,844","50,381","$1,943,241",0.0,0,0.0,0
447,"San Luis Obispo, CA","59,219","887,668","60,567","5,925,815","1,219,326","$6,253,223",0.0,0,0,$0,"887,668","5,925,815","$6,253,223",0.0,0,0.0,0
448,"Pittsfield, MA","59,124","928,219","56,762","3,771,550","411,371","$4,581,654",0.0,0,0,$0,"928,219","3,771,550","$4,581,654",0.0,0,0.0,0
449,"Morristown, TN","59,036","248,199","15,386",0,"29,298","$627,907",0.0,0,0,$0,"248,199",0,"$627,907",0.0,0,0.0,0
450,"Midland, MI","59,014","531,742","32,196","72,115","119,327","$2,321,971",0.0,0,0,$0,"531,742","72,115","$2,321,971",0.0,0,0.0,0
451,"Lexington Park-California-Chesapeake Ranch Estates, MD","58,875","730,949","34,535",0,"235,906","$1,642,066",0.0,0,0,$0,"730,949",0,"$1,642,066",0.0,0,0.0,0
452,"Jefferson City, MO","58,533","492,928","32,210",0,"282,025","$2,262,555",0.0,0,0,$0,"492,928",0,"$2,262,555",0.0,0,0.0,0
453,"Middletown, NY","58,381","64,345","6,179",0,"14,341","$502,799",0.0,0,0,$0,"64,345",0,"$502,799",0.0,0,0.0,0
454,"Carson City, NV","58,079","366,962","26,428","450,784","238,079","$1,685,184",0.0,0,0,$0,"366,962","450,784","$1,685,184",0.0,0,0.0,0
455,"Watertown, NY","57,840","138,698","12,986",0,"116,060","$1,003,893",0.0,0,0,$0,"138,698",0,"$1,003,893",0.0,0,0.0,0
456,"Mankato, MN","57,584","369,561","31,858",0,"676,882","$2,865,067",0.0,0,0,$0,"369,561",0,"$2,865,067",0.0,0,0.0,0
457,"Kingston, NY","57,442","554,734","37,259","1,402,137","219,378","$3,214,561",0.0,0,0,$0,"554,734","1,402,137","$3,214,561",0.0,0,0.0,0
458,"Daphne-Fairhope, AL","57,383","57,757","3,141","261,804","25,498","$243,079",0.0,0,0,$0,"57,757","261,804","$243,079",0.0,0,0.0,0
459,"Albany, OR","56,997","235,114","16,118",0,"146,999","$1,432,512",0.0,0,0,$0,"235,114",0,"$1,432,512",0.0,0,0.0,0
460,"Hazleton, PA","56,827","423,262","31,748",0,"203,701","$2,348,542",0.0,0,0,$0,"423,262",0,"$2,348,542",0.0,0,0.0,0
461,"Staunton-Waynesboro, VA","56,611","319,476","21,240",0,"212,673","$878,025",0.0,0,0,$0,"319,476",0,"$878,025",0.0,0,0.0,0
462,"Williamsport, PA","56,142","875,694","57,843","6,441,206","1,293,028","$7,381,315",0.0,0,0,$0,"875,694","6,441,206","$7,381,315",0.0,0,0.0,0
463,"Kahului, HI","55,934","2,309,398","139,890","16,562,185","1,685,560","$14,274,444",0.0,0,0,$0,"2,309,398","16,562,185","$14,274,444",0.0,0,0.0,0
464,"Walla Walla, WA-OR","55,805","577,620","45,189",0,"737,348","$5,511,058",0.0,0,0,$0,"577,620",0,"$5,511,058",0.0,0,0.0,0
465,"Woodland, CA","55,513","613,074","31,765","3,550,748","332,025","$3,588,549",0.0,0,0,$0,"613,074","3,550,748","$3,588,549",0.0,0,0.0,0
466,"Hot Springs, AR","55,121","201,969","14,471",0,"163,416","$1,100,780",0.0,0,0,$0,"201,969",0,"$1,100,780",0.0,0,0.0,0
467,"Columbus, IN","54,933","342,321","30,376",0,"244,054","$1,757,379",0.0,0,0,$0,"342,321",0,"$1,757,379",0.0,0,0.0,0
468,"Fond du Lac, WI","54,901","358,153","30,104",0,"207,410","$1,805,328",0.0,0,0,$0,"358,153",0,"$1,805,328",0.0,0,0.0,0
469,"Manhattan, KS","54,622","485,015","35,664",0,"202,718","$1,489,553",0.0,0,0,$0,"485,015",0,"$1,489,553",0.0,0,0.0,0
470,"Titusville, FL","54,386","451,208","24,748","2,168,012","291,528","$1,910,478",0.0,0,0,$0,"451,208","2,168,012","$1,910,478",0.0,0,0.0,0
471,"Delano, CA","54,372","158,670","16,084","46,795","101,364","$1,590,965",0.0,0,0,$0,"158,670","46,795","$1,590,965",0.0,0,0.0,0
472,"East Stroudsburg, PA-NJ","54,316","847,300","43,656","1,960,297","176,733","$3,210,415",0.0,0,0,$0,"847,300","1,960,297","$3,210,415",0.0,0,0.0,0
473,"Ithaca, NY","53,661","1,652,093","128,049","9,742,029","3,407,375","$12,520,361",0.0,0,0,$0,"1,652,093","9,742,029","$12,520,361",0.0,0,0.0,0
474,"Bloomsburg-Berwick, PA","53,618","429,673","22,839","506,289","35,169","$813,178",0.0,0,0,$0,"429,673","506,289","$813,178",0.0,0,0.0,0
475,"Pine Bluff, AR","53,495","224,530","16,348",0,"82,079","$962,635",0.0,0,0,$0,"224,530",0,"$962,635",0.0,0,0.0,0
477,"Farmington, NM","53,049","315,460","20,456",0,"117,658","$1,370,702",0.0,0,0,$0,"315,460",0,"$1,370,702",0.0,0,0.0,0
478,"Cape Girardeau, MO-IL","52,900","915,545","57,057",0,"458,055","$1,900,781",0.0,0,0,$0,"915,545",0,"$1,900,781",0.0,0,0.0,0
479,"San Marcos, TX","52,826","1,120,310","88,978","5,652,555","2,794,315","$5,749,057",0.0,0,0,$0,"1,120,310","5,652,555","$5,749,057",0.0,0,0.0,0
480,"Sierra Vista, AZ","52,745","171,030","12,485",0,"146,606","$960,944",0.0,0,0,$0,"171,030",0,"$960,944",0.0,0,0.0,0
481,"Cartersville, GA","52,477","5,034",132,"28,994",731,"$2,132",0.0,0,0,$0,"5,034","28,994","$2,132",0.0,0,0.0,0
482,"Arroyo Grande-Grover Beach, CA","52,000","645,077","31,058","4,003,830","363,161","$3,734,719",0.0,0,0,$0,"645,077","4,003,830","$3,734,719",0.0,0,0.0,0
483,"Lewiston, ID-WA","51,924","443,179","25,843",0,"160,064","$2,075,611",0.0,0,0,$0,"443,179",0,"$2,075,611",0.0,0,0.0,0
484,"Cumberland, MD-WV-PA","51,899","277,848","21,711",0,"116,439","$1,764,936",0.0,0,0,$0,"277,848",0,"$1,764,936",0.0,0,0.0,0
485,"Lompoc, CA","51,509","375,008","23,029","424,493","178,527","$2,328,855",0.0,0,0,$0,"375,008","424,493","$2,328,855",0.0,0,0.0,0
486,"Hinesville, GA","51,456","91,735","8,631",0,"18,317","$703,262",0.0,0,0,$0,"91,735",0,"$703,262",0.0,0,0.0,0
487,"Uniontown-Connellsville, PA","51,370","1,257,994","61,961","2,765,889","230,208","$3,698,807",0.0,0,0,$0,"1,257,994","2,765,889","$3,698,807",0.0,0,0.0,0
489,"Villas, NJ","51,291","528,725","39,126",0,"102,871","$3,778,659",0.0,0,0,$0,"528,725",0,"$3,778,659",0.0,0,0.0,0
490,"Monroe, MI","51,240","424,367","31,786","1,208,750","317,228","$2,419,595",0.0,0,0,$0,"424,367","1,208,750","$2,419,595",0.0,0,0.0,0
492,"Danville, IL-IN","50,996","630,146","28,122",0,"589,942","$2,645,410",0.0,0,0,$0,"630,146",0,"$2,645,410",0.0,0,0.0,0
494,"Grants Pass, OR","50,520","261,540","17,798",0,"189,945","$1,152,469",0.0,0,0,$0,"261,540",0,"$1,152,469",0.0,0,0.0,0
495,"New Bern, NC","50,503","269,558","18,435",0,"33,736","$536,187",0.0,0,0,$0,"269,558",0,"$536,187",0.0,0,0.0,0
496,"Grand Island, NE","50,440","156,739","15,086",0,"37,087","$597,090",0.0,0,0,$0,"156,739",0,"$597,090",0.0,0,0.0,0
497,"Pascagoula, MS","50,428","54,569","1,598","328,717","8,702","$70,987",0.0,0,0,$0,"54,569","328,717","$70,987",0.0,0,0.0,0
600,"Virgin Islands, VI","106,405","514,277","43,831",0,"327,899","$4,024,969",0.0,0,0,$0,"514,277",0,"$4,024,969",0.0,0,0.0,0
601,"Lake Tahoe, CA-NV","210,000","1,050,227","64,177","3,795,007","879,112","$8,139,165",0.0,0,0,$0,"1,050,227","3,795,007","$8,139,165",0.0,0,0.0,0
602,"Galveston, TX","54,770","556,126","46,465",0,"459,709","$3,192,201",0.0,0,0,$0,"556,126",0,"$3,192,201",0.0,0,0.0,0