City,Population,Public Transportation Rate
Elmhurst,147536.0,40.84405465131023
Elsmere,41071.0,8.0424073677447
Empire City,28225.0,0.7539648149753011
Emporia,28727.0,0.0
Encinitas,49226.0,1.6939797911182815
Endicott,44585.0,1.9757349062485015
Enfield,44713.0,1.3704396632366698
Englewood,88221.0,8.077028596404142
Englishtown,43324.0,10.28046564173093
Enid,53734.0,0.49590530594565835
Ennis,26631.0,0.0
Enterprise,35635.0,0.07819627264433729
Ephrata,32804.0,0.43199136017279655
Erdenheim,30974.0,10.215361158757386
Erial,49132.0,6.488762837866873
Erie,53331.0,0.8221815916699007
Escondido,156607.0,1.5250518621751035
Essex,40187.0,5.804609854091774
Etiwanda,38009.0,2.2905982905982905
Etna,39171.0,0.17043460825104015
Eugene,169748.0,3.9324636920708875
Euharlee,37480.0,0.06507874528179097
Euless,63362.0,0.3695890575412096
Evans,97588.0,0.33015343223574767
Evanston,75282.0,21.65499028251459
Evansville,120306.0,1.5439348631246521
Everett,200935.0,9.758550871795235
Evergreen,39336.0,2.618390099212437
Evesham,45669.0,3.032031950444209
Ewa Beach,66440.0,8.298103635704795
FAIR OAKS,29052.0,0.015634771732332707
FAIRMOUNT HGT,38788.0,29.133134053805474
FERNANDINA,31636.0,0.3950695322376738
FORADA,25838.0,1.9641268900088942
FOX RV VLY GN,44416.0,6.896551724137931
FSTRVL TRVOSE,26234.0,4.045853000674309
Fair Lawn,32962.0,13.100831225153597
Fair Oaks,40767.0,3.262457393280312
Fairbanks,31658.0,1.5419152832752407
Fairburn,29804.0,4.693581622529192
Fairfax,156755.0,10.393980636295844
Fairfield,142163.0,5.42744593052254
Fairhope,30327.0,0.32656869605784933
Fairport,41414.0,1.0191387559808613
Fairview,35321.0,1.464688276125581
Fajardo,33835.0,1.2006681979536438
Fall River,56648.0,1.1627266660642859
Fallbrook,48335.0,0.5797101449275363
Falls Church,87125.0,14.019505875309841
Far North Dallas,85973.0,2.456319932454438
Far Rockaway,62577.0,42.41283848083744
Far West Side,54898.0,0.5433056976539072
Fargo,79935.0,0.9381420933421106
Faribault,29952.0,1.1313546870408464
Farmington,106784.0,1.178995996167226
Farmington Hills,26325.0,0.3274498841945532
Fayetteville,330708.0,1.2266008086135076
Federal Way,126776.0,7.518773579548713
Fenton,81277.0,0.24790009850505793
Festus,26720.0,0.26554737022443037
Findlay,54386.0,0.2554080724430169
Fishers,77661.0,0.22966016313285453
Fisherville,50360.0,0.048437878420925166
Fitchburg,40419.0,1.6953863257365203
Flagstaff,79212.0,2.436873232193366
Flemington,31020.0,3.327682551641866
Flint,115616.0,2.9194210107938323
Floral Park,44907.0,19.573048699132755
Florence,157250.0,0.4289633522806118
Florissant,90732.0,1.9934321147537926
Flower Mound,81246.0,0.608373137165862
Flowery Branch,34717.0,0.6136087484811664
Flushing,394703.0,31.83715308449079
Foley,25642.0,0.0
Folsom,73356.0,2.557640250163353
Fontana,228934.0,2.1223889681644796
Foraker,32957.0,0.7711909871244635
Ford,35351.0,0.4117647058823529
Forest Heights,30260.0,23.052486187845304
Forest Hills,69652.0,61.2601931640738
Fort Collins,162546.0,1.4596321404757016
Fort Dodge,27963.0,0.3442058678905098
Fort Lauderdale,404357.0,3.14387899396226
Fort Lee,36020.0,21.743546845124282
Fort Mill,54101.0,1.3368998555388814
Fort Myers,96184.0,1.0260105780347286
Fort Ritner,27755.0,0.9370251561708594
Fort Smith,26837.0,0.13550135501355012
Fort Stewart,41015.0,0.20639834881320948
Fort Walton Beach,35334.0,0.14629293697700274
Fort Washington,51460.0,12.973156386668677
Fort Wayne,142779.0,0.7879885118457145
Fort Worth,436361.0,0.9496419471392034
Foster City,35045.0,5.24841346978446
Fountain,28157.0,0.7380073800738007
Framingham,69960.0,3.9304666998265603
Frankfort,80508.0,3.623049102221351
Franklin,177400.0,2.2820430907777025
Franklin Square,25054.0,11.473480709422544
Frederick,107627.0,3.634949059322141
Fredericksburg,141353.0,3.8963752570397556
Freehold,56039.0,6.3905148950449275
Freemansburg,37229.0,1.3574934852433185
Freeport,74882.0,7.772789957441987
Fremont,252213.0,6.492614489896162
Fresno,478575.0,1.821014898322455
Friendswood,49979.0,1.3237113402061855
Frisco,134537.0,0.34707225085705473
Fullerton,113872.0,3.795959950460667
Fulton,25297.0,0.15771315919172005
Fuquay-Varina,42278.0,0.5820186858630725
GARDEN CITY P,40799.0,17.283501403472293
GILLEM ENCLAVE,27838.0,1.5816717791411044
GLMN HOT SPGS,31167.0,0.356718192627824
GOODLETTSVLLE,31058.0,1.0897178767214868
GRANT VLKRIA,31351.0,0.23876173225753333
Gahanna,54247.0,0.42088113502138347
Gainesville,206201.0,3.1803301852347516
Gaithersburg,34337.0,16.575312431484324
Galesburg,34802.0,0.9926304707474808
Gallatin,45012.0,0.38825286212045795
Galloway,56553.0,1.8966522318454364
Galt,30064.0,0.5523474767762993
Garden City,61308.0,0.3825949579228682
Garden City South,28155.0,22.23019861210816
Garden Grove,133598.0,3.385304402988183
Gardena,74825.0,5.8697917624613964
Garfield,31066.0,9.685471792311533
Garfield Heights,38741.0,13.662766226113309
Garland,232422.0,2.247962580557629
Garner,43809.0,0.7034657412184027
Garrison,57724.0,7.292003361561833
Gastonia,103941.0,0.5741584552091877
Geneva,29290.0,6.65014164305949
Georgetown,136279.0,0.2126284933463733
Germantown,84279.0,9.812259152395864
Gettysburg,28223.0,0.7628734901462174
Gibsonia,27319.0,0.7228387850467289
Gig Harbor,25605.0,2.131004366812227
Gilbert,226060.0,0.5976841515527168
Gilroy,59666.0,2.571214392803598
Glasgow,30517.0,0.23018491521522289
Glassell Park,46254.0,10.537564465920179
Glastonbury,28702.0,0.8315863032844165
Glen Allen,69294.0,0.6429646314479579
Glen Burnie,85943.0,2.339725837911538
Glen Cove,27691.0,7.5602409638554215
Glen Ellyn,38418.0,9.060183166157872
Glen Raven,40322.0,0.0
Glenarden,38682.0,13.448669822098907
Glendale,425343.0,10.19414127283136
Glendale Heights,35000.0,2.221595714688469
Glendora,52002.0,2.5565218763142776
Glens Falls,26477.0,0.45002368545712934
Glenview,39263.0,9.59023539668701
Glenville,27809.0,0.6375637563756376
Glenwood,25346.0,3.8713350412752634
Gloucester,29237.0,4.490912918391691
Glyndon,33512.0,5.039592760180995
Goldsboro,72146.0,0.8140410976105923
Gonzales,40679.0,0.2746683250414594
Goodyear,71583.0,0.22143489813994685
Goose Creek,57656.0,0.9187759187759188
Goshen,25116.0,0.0
Graham,28937.0,0.01611733419292449
Grand Blanc,48036.0,0.11036997936561255
Grand Forks,36448.0,1.068579742136156
Grand Haven,30147.0,0.5143327389932794
Grand Island,30953.0,1.4182058047493404
Grand Junction,29628.0,0.22140221402214022
Grand Prairie,173976.0,0.5742442685703769
Grand Rapids,258307.0,2.5208021079792635
Grandview,35928.0,2.8600100351229303
Grandville,27496.0,1.5327929255711128
Granger,29932.0,0.1600445341312365
Granite Quarry,26818.0,0.4941910872203919
Grants Pass,68170.0,0.35307243095749397
Grape Creek,27319.0,0.10117800101178001
Grapevine,76454.0,0.1305279632863744
Grass Valley,25223.0,0.3522677234698371
Great Falls,57891.0,0.7214941216918145
Greece,93041.0,0.8042506193957749
Greeley,50466.0,1.4262836552897609
Green Bay,123399.0,1.1312749070903858
Greenbelt,25405.0,14.448317564202888
Greeneville,26240.0,0.1254180602006689
Greenfield,38870.0,0.16719702281430343
Greensboro,234388.0,1.363267272068351
Greensburg,58187.0,0.883829199097985
Greenville,303079.0,0.7042188788878653
Greenwich,25066.0,17.2202486678508
Greenwood,160369.0,0.2772689029955534
Greer,79073.0,0.31374253413005715
Gresham,78512.0,6.0182165114283395
Gretna,39718.0,2.410648778953988
Griffin,36103.0,0.15399578537850542
Groesbeck,27579.0,1.9262479388397542
Grove City,59860.0,0.6960088766349484
Grovetown,34833.0,0.18015613531727498
Guadalupe,46117.0,3.26681020205366
Guayama,43251.0,1.0654337119308472
Guaynabo,72665.0,2.4643418102787082
Gulf Breeze,35265.0,0.25513303365326206
Gulfport,49448.0,0.21642984849910604
Gurabo,46569.0,1.7342482844666252
Gurnee,37920.0,2.7646906549314005
HALNDLE BCH,40327.0,5.715308435747525
HILLS DALES,29907.0,1.0001307360439273
HILLTOP MALL,60101.0,10.7004675157182
HOPEWELL,25936.0,3.5640453154717604
HUNTERS HLW,33626.0,0.46898449224612304
HUNTINGTN BCH,88481.0,0.7807829526515023
HUNTINGTN STA,68580.0,9.563276041348095
Hacienda Heights,55237.0,2.2007153376814643
Hackensack,43903.0,18.796217451709765
Hackettstown,29132.0,1.8339241887101172
Hadar,30496.0,0.1697686116700201
Hadley,57296.0,0.544329573934837
Hagerstown,94133.0,1.2935959824178984
Haines City,34001.0,0.16285248992885917
Hamburg,42837.0,0.6029164329781268
Hamilton,113047.0,0.39744643039909366
Hammond,26187.0,0.31960551547803856
Hampton,130960.0,2.413639069751952
Hanford,66316.0,0.6307692307692307
Hanover,50812.0,0.26309589256263255
Hanover Park,38377.0,3.5839585469854804
Hansen Hills,102367.0,6.131597975415763
Harbor City,27550.0,5.050584267900557
Harker Heights,27850.0,0.1931799092894339
Harlingen,51781.0,0.3139269406392694
Harrison,30185.0,0.18435395960243667
Harrisonburg,66891.0,2.2873901610940663
Harrisville,27847.0,1.6009557945041817
Hartford,123435.0,8.609619815006637
Hartselle,25681.0,0.0
Hartsville,31586.0,0.1086048454469507
Harvey,73884.0,0.7009316437815314
Hastings,55803.0,0.3129221640057896
Hatillo,41830.0,0.18202879364554028
Hattiesburg,85450.0,0.5648084905164714
Haverhill,26415.0,4.296875
Hawthorne,95223.0,7.272810805843977
Hayward,170182.0,7.724234242206948
Hazard,54353.0,12.789292685193791
Hazle Township,27681.0,2.2798597009414805
Heath,35767.0,0.05157297576070139
Heathrow,40167.0,0.26711017034573126
Helena,54833.0,0.5405658662683186
Helotes,27381.0,0.20463847203274216
Hemet,122894.0,1.4868278925796796
Henderson,303300.0,1.3209729693481627
Hendersonville,94854.0,0.41653177288457466
Hephzibah,40487.0,0.4517704517704518
Heritage Creek,39651.0,1.657239819004525
Hermiston,25584.0,0.6576543660942638
Hermitage,37971.0,2.0656136087484813
Hermon,44972.0,1.1681383370125091
Hernando,26207.0,0.13582342954159593
Herndon,120318.0,7.067937276532291
Herriman,35428.0,2.0550995737099957
Hesperia,81049.0,1.0619262486385561
Hialeah,252349.0,1.9554167425611801
Hickory,78302.0,0.2338315136934015
Hicksville,39805.0,10.203881591844736
Hidden Hills,25165.0,0.4898728214790391
High Point,47561.0,0.5888740394253258
Highland,103514.0,1.009287284984698
Highland Beach,30453.0,5.911552346570397
Highland Park,90871.0,10.553565234967191
Hightstown,27653.0,7.095567069660334
Hillcrest Heights,38525.0,24.833913318570072
Hilliard,58392.0,0.8539990146165216
Hillsboro,162022.0,7.46559269905917
Hillsborough,42223.0,11.307332603721022
Hillsborough Township,39365.0,3.5257032007759457
Hilo,47115.0,0.45492142266335817
Hilton Head Island,25176.0,0.01853052904660428
Hixson,40943.0,0.3478351157719863
Hobbs,37635.0,0.7004691215217531
Hoboken,51979.0,55.06953524307619
Hoffman Estates,34154.0,1.9765659220324134
Holbrook,28651.0,5.874381733179755
Holland,127577.0,2.107698385383396
Hollister,50625.0,0.7618265590073445
Holly Springs,31732.0,0.20314192849404117
Hollywood,72126.0,11.544402057503259
Holyoke,40079.0,2.9722889220585373
Homer Glen,35762.0,3.3296466616217475
Homestead,87260.0,5.5054826078132155
Honolulu,351910.0,11.085592394868398
Honolulu County,75350.0,12.710295206856417
Hope Mills,33385.0,0.1278409090909091
Hopkinsville,44276.0,0.42745481191988277
Horn Lake,26575.0,0.18676410881039382
Hot Springs National Park,30270.0,0.8774834437086093
Houma,83933.0,0.4210116247065816
Houston,1758164.0,2.7627164796825245
Howard Beach,28742.0,26.682009973149214
Howell,43858.0,0.3114667688916575
Howell Township,38217.0,3.6063538055569926
Hualapai,25705.0,0.0780814277746793
Huber Heights,50359.0,1.3587436033174518
Hublersburg,27934.0,0.870420829548895
Hudson,88877.0,0.6370044622063232
Hudsonville,34632.0,0.17189514396218306
Humacao,51757.0,0.3495037047392702
Humble,124563.0,1.9165770418741983
Huntersville,54616.0,1.3044257301558861
Huntington,70870.0,6.224271403325361
Huntington Beach,106364.0,1.4138735270026777
Huntington Park,76206.0,12.530816141170364
Huntley,27077.0,1.8209820619677477
Huntsville,149073.0,0.38094731416080624
Hurst,29449.0,0.5903187721369539
Hutto,25421.0,0.04067024564828372
IND HBR BCH,25512.0,0.41508434160558155
IND HEAD PARK,31675.0,11.308028987586999
Idaho Falls,65845.0,2.335875932173127
Immokalee,28824.0,22.29038854805726
Imperial,25836.0,0.0
Imperial Beach,26257.0,4.259276480982051
Independence,62001.0,0.6594357588146704
Indiana,34835.0,0.9549428379287155
Indianapolis,539745.0,2.471182688778994
Indio,27466.0,0.8183597224693115
Industrial Drive,30150.0,0.17725258493353027
Inglewood,150473.0,6.853626533349209
Inkster,25056.0,2.2972972972972974
Inman,29627.0,0.18134510762437908
Inner West Side,60256.0,4.283331870446766
Iowa City,33277.0,4.47916126018581
Irmo,34772.0,0.3774663997712325
Irvine,127209.0,1.4059279361165813
Irving,213332.0,2.3450011849675563
Irvington,54268.0,21.854193004635484
Irwindale,86272.0,4.5617134299154785
Isabela,43101.0,0.4017638412542871
Issaquah,53340.0,7.319397129187976
Ithaca,65647.0,9.248554913294798
Jackson,337353.0,0.6960446302589722
Jackson Heights,63202.0,71.771714066103
Jackson Township,55285.0,2.558258340865328
Jacksonville,748370.0,1.7179762812085309
Jacksonville Beach,25829.0,1.7457084666860634
Jamaica,430698.0,47.04030440936099
Janesville,32039.0,0.40037368210329644
Jefferson City,39157.0,0.2753416275749541
Jenison,26377.0,0.10267751362451623
Jersey City,242617.0,44.9140074026659
Johnson City,71137.0,0.6026688338872588
Joint Base Anacostia-Bolling,38152.0,37.07426018983808
Joliet,48429.0,2.5091989182958727
Jonesboro,137073.0,0.8764647290413912
Jonesborough,28040.0,0.0
Joplin,36227.0,0.26672851675750897
Juana Díaz,47106.0,1.7988252569750367
Juncos,40863.0,0.47745358090185674
Junction City,28128.0,0.23043133866205803
Juneau,29855.0,4.675706792887297
Jupiter,51400.0,0.10999431063910488
Jupiter Point,31760.0,3.0906322260447805
Jurupa Valley,28649.0,1.394650895930797
KIMBERLIN HGT,38350.0,0.6312784761486524
KINGSVL NAVAL,30590.0,0.6441598758246022
Kahului,25770.0,4.102134784428631
Kailua,53555.0,3.2659799734414814
Kailua-Kona,35334.0,0.3885184111336619
Kalamazoo,97950.0,2.3226375661458203
Kaneohe,52637.0,4.733418081208405
Kankakee,36519.0,2.534481551494784
Kannapolis,26845.0,0.4414016755247275
Kansas City,122981.0,1.4703656238066969
Kapolei,42793.0,5.339939443985687
Katy,251836.0,2.3740629309817822
Kaukauna,25865.0,0.7102478620089868
Kaysville,34740.0,4.185200161746867
Kearny,41538.0,13.169608595548734
Keizer,38718.0,1.9977672013631824
Keller,102128.0,0.21850928574878178
Kenner,52069.0,0.378997236478484
Kennesaw,95915.0,1.5951491616083433
Kenneth City,26243.0,1.850085828724013
Kennewick,79780.0,1.5396481431293259
Kenosha,89295.0,1.3134486215844479
Kent,192073.0,5.0163437200268985
Kent Cliffs,25467.0,7.677446451070979
Kentwood,71441.0,2.3114493409647996
Kernersville,51506.0,0.16416510318949343
Kerrville,39536.0,0.21517625466742613
Kihei,28485.0,2.4024240675275954
Kilgore,25238.0,0.0
Killeen,155417.0,0.2633102029207671
Kingman,26010.0,0.0
Kings Mountain,25600.0,0.0
Kingsport,66754.0,0.24424618151378374
Kingston,34752.0,2.651397273915479
Kingwood,29292.0,5.436316375789083
Kirkland,77940.0,7.46275436731955
Kirklyn,40251.0,24.038963297964862
Kirkwood,29227.0,8.555091268968551
Kiryas Joel,48838.0,9.745762711864407
Kissimmee,192680.0,1.9141111427204698
Klamath Falls,29689.0,0.334924223394457
Knoxville,156693.0,0.6906130112890884
Kokomo,75335.0,0.45119248496035746
Kolin,35132.0,1.1055909313553984
Kuna,26243.0,0.0
LAKE CLARKE,25355.0,0.7952796305797845
LAKE LINCOLND,26355.0,5.494034435950561
LAKE TAPWINGO,30539.0,0.3784230081188936
LAUD BY SEA,28581.0,1.7131931166347993
LAUREL PARK,29932.0,1.2146396036439189
LOS RNCHS ABQ,98298.0,1.6819785128179323
LRAFB,39283.0,0.07985853630711312
LUTHVLE TIMON,37384.0,2.5622061387289343
LXHTCHEE GRVS,26734.0,0.11934954497985976
La Costa,43627.0,1.9876041889292584
La Crosse,50298.0,1.3466108407830713
La Habra Heights,68899.0,3.2841197851330053
La Jolla,39241.0,4.587409495384955
La Mesa,72912.0,2.596218499501815
La Mirada,49543.0,1.738930947465015
La Porte,79581.0,0.2938693816056406
La Quinta,38462.0,0.5824728620598358
La Vergne,32634.0,0.6878203880345208
La Verne,33969.0,2.4044883783061715
LaGrange,53292.0,0.1935295463944461
LaPlace,33393.0,0.08605282319454557
Lacey,70521.0,2.10709865647999
Ladson,80087.0,0.12737174982431482
Lafayette,236375.0,3.604158107160693
Lafayette Springs,38419.0,0.5912539045069165
Laguna Beach,144865.0,1.3482124226038297
Lajas,25510.0,0.2815202091292982
Lake Charles,92943.0,0.3479441072860132
Lake Elsinore,51816.0,1.4114291334710338
Lake Forest,59657.0,0.6163328197226502
Lake Hallie,31938.0,0.025363008052755057
Lake Hamilton,43047.0,0.1956271576524741
Lake Park,32573.0,0.480092177698118
Lake Shore,60439.0,0.8576116907644199
Lake Stevens,31952.0,2.1698538407056853
Lake View Terrace,91701.0,4.326252132113506
Lake Villa,34859.0,2.5824705032506623
Lake Worth,172849.0,2.3231882448982333
Lake Wylie,31611.0,0.23763552651121342
Lake in the Hills,61512.0,2.4516331364772723
Lakehurst,32508.0,0.8635368523473608
Lakeland,170570.0,0.5618726734748531
Lakeside,42323.0,0.8463863698818357
Lakesite,26913.0,0.16931387567523987
Lakeville,48915.0,2.7604287146271878
Lakewood,153899.0,2.1242728280152505
Lancaster,366460.0,1.7160428624741864
Land O' Lakes,25323.0,0.1946314167545211
Landover,35901.0,24.217938358536305
Lansdowne,48876.0,3.3504011611498608
Lansing,161947.0,3.5893853571724663
Lapeer,30540.0,0.7688649334178821
Laredo,257786.0,1.3214546021524085
Lares,28442.0,0.0
Largo,28234.0,1.7085862966175196
Larkfield-Wikiup,44918.0,1.7468944099378882
Las Cruces,145927.0,0.3764714289202944
Las Piedras,38435.0,0.13219442749644092
Las Vegas,1235945.0,4.64707707249008
Latrobe,28440.0,0.3967309370784734
Laughlin Air Force Base,48556.0,0.21908595302389566
Laurel,63148.0,6.9891776910253025
Laurinburg,25861.0,0.19488112251526568
Laveen Village,39137.0,0.5036440125614742
Lawndale,35854.0,3.0756087142246904
Lawrence,172926.0,2.6289141073560662
Lawrenceville,236710.0,0.9795745541946892
Lawton,51391.0,0.975609756097561
Layton,45635.0,2.781661283324495
League City,75772.0,1.5036039992766166
Leander,51247.0,0.5843624605555339
Leavenworth,35444.0,0.2219233355749832
Lebanon,140662.0,0.7241454675265435
Leesburg,70047.0,1.9719561203149996
Lehman township,29608.0,4.455248266517892
Leland,29003.0,0.07130407225479322
Leland Grove,40172.0,1.7992842084620286
Lemon Grove,26027.0,4.62710941752858
Lemoore,37062.0,2.3489734335246437
Lenexa,101632.0,0.5003541987008533
Leominster,40978.0,1.38801261829653
Levittown,42321.0,9.4081595316502
Lewis Center,26130.0,0.05944861410418369
Lewiston,70816.0,0.491048012252975
Lewisville,114701.0,1.2385311086069688
Lexington,441977.0,1.511343993138887
Lexington Park,25580.0,1.7347600518806745
Liberty,37005.0,0.2850595271365491
Liberty Township,52769.0,1.0360400247941202
Libertyville,29284.0,5.362062875309078
Lilburn,62321.0,0.5755446488471452
Lincoln,175582.0,1.0155768181281697
Lincoln Acres,61262.0,6.607115935474145
Lincoln Heights,39333.0,14.002232419694902
Lincoln Park,37458.0,1.011403746945425
Lincolnton,38795.0,0.30485982425727776
Linda,32742.0,1.004343105320304
Linden,42527.0,8.090185676392572
Lindenhurst,44923.0,9.548770366487572
Lindenwold,44669.0,7.569977478512663
Linfield,25694.0,0.7836531419364289
Lino Lakes,27654.0,2.5692762980898576
Lisle,27235.0,7.965569066812406
Litchfield Park,28747.0,0.379794910748196
Lithonia,53237.0,7.124296232135124
Lititz,42717.0,1.2576511094108647
Little Chute,26451.0,2.854130582122148
Little Rock,62104.0,1.1277368737478288
Littleton,284786.0,2.9818568670692427
Livermore,87825.0,3.6604334905408864
Liverpool,30295.0,1.0302955967128664
Livingston,62300.0,4.5439510356095765
Livonia,95888.0,0.13451511367826288
Lockhart,35374.0,2.4807784718885153
Lockport,50605.0,0.6447507953340403
Lodi,73484.0,0.5613807017935454
Logan,45253.0,3.3434510669610007
Logansport,28626.0,0.9463207701093164
Loganville,58850.0,0.3815352070111816
Loma Linda,36507.0,0.3650467716176135
Lombard,52833.0,4.377491291701081
Lompoc,55176.0,3.6287153885267878
Londonderry,33585.0,0.5747755638274579
Long Beach,543351.0,6.413759158772539
Long Branch,30882.0,5.9937995177402685
Long Creek,35769.0,0.7489731819280019
Long Grove,42221.0,3.7123715124816448
Long Island City,163789.0,71.09048184491007
Longmont,89632.0,2.8788810747267988
Longview,108345.0,0.2924473303051393
Longwood,30189.0,0.060100668619938395
Lorain,28628.0,0.3281455090943184
Lorton,34031.0,8.149708360337005
Los Angeles,1019978.0,12.176150608273574
Los Banos,39439.0,0.17308524448290782
Los Gatos,25898.0,0.7688364941055869
Los Lunas,44479.0,1.3297009794382824
Los Nietos,32978.0,1.952091526635681
Louisville,299843.0,1.5969102587258228
Loveland,85914.0,0.2846115274052466
Lowell,92328.0,3.813112216356602
Lower Gwynedd Township,33187.0,5.9771372978231785
Lower Merion Township,36292.0,8.484815500163274
Lubbock,110482.0,0.3836744234290525
Lucas,66679.0,1.3890120282530958
Lucedale,27754.0,0.6121259230470268
Lufkin,63644.0,0.165153198435473
Lumberton,39648.0,0.1854890490119141
Lynchburg,72302.0,4.16474736837661
Lynn,71388.0,13.558717859430162
Lynnville,27069.0,0.32711808963035655
Lynnwood,97889.0,10.032535796515354
Lynwood,70650.0,6.132057416267942
Lysander,31724.0,0.6051242435946955
MARTINS ADD,30533.0,21.017669722332936
MENTOR ON THE,60627.0,0.8548086931836104
MERRIONETT PK,28022.0,8.097619225315322
MI METRO,25371.0,3.2121898486564398
MIDDLEBRG HTS,50401.0,1.303434378081722
MINETONKA MLS,25259.0,4.488264292546538
